wave_number,items,patial,max_patial,date_start,date_endzone,mhe,wave_type
3481,12,2160,3000,14/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3482,2,2400,3000,14/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3483,3,2800,3000,14/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3484,4,2480,3000,14/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3485,6,2840,3000,14/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3486,32,2960,3000,14/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3487,25,2920,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3488,22,2960,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3489,29,3000,3000,14/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3490,23,2980,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3491,35,2990,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3492,22,2980,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3493,86,3325,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3494,117,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3495,78,3120,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3496,55,2200,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3497,60,2370,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3498,66,2640,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3499,53,2120,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3500,72,2815,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3501,61,2440,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3502,66,2640,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3503,125,3620,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3504,26,880,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3505,60,2050,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3506,28,960,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3507,114,3810,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3508,116,4200,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3509,94,3560,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3510,80,2835,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3511,81,2695,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3512,82,3085,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3513,49,1200,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3514,17,680,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3515,3,120,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3516,12,450,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3517,2,80,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3518,10,370,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3519,7,280,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3520,1,80,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3521,2,320,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3522,3,240,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3523,7,425,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3524,3,90,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3525,4,195,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3526,1,50,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3527,3,170,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3528,4,220,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3529,11,440,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3530,3,120,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3531,3,120,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3532,7,280,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3533,5,200,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3534,8,320,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3535,3,120,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3536,3,85,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3537,7,230,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3538,9,330,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3539,7,250,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3540,6,205,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3541,13,520,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3542,16,640,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3543,7,280,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3544,4,160,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3545,6,240,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3546,9,920,3000,20/11/2019,20/11/2019,NZONE04,PalletJack,NationalCase
3547,6,1640,3000,19/11/2019,19/11/2019,NZONE04,PalletJack,NationalCase
3548,1,75,3000,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3549,4,360,3000,19/11/2019,19/11/2019,NZONE04,PalletJack,NationalCase
3550,1,80,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3551,6,240,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3552,5,200,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3553,1,40,4400,20/11/2019,20/11/2019,NZONE04,PalletJack,NationalCase
3554,3,120,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3555,4,160,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3556,8,320,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3557,4,160,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3558,3,120,4400,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3559,5,200,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3560,10,400,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3561,4,160,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3562,10,400,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3563,12,480,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3564,8,290,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3565,13,520,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3566,6,240,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3567,4,160,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3568,13,520,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3569,12,480,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3570,6,240,4400,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3571,7,280,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3572,5,200,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3573,4,60,4400,18/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3574,2,80,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3575,1,40,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3576,10,840,3000,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3577,2,2800,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3578,13,1960,3000,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3579,9,880,3000,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3580,2,2560,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3581,13,1520,3000,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3582,2,160,3000,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3583,2,640,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3584,6,480,3000,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3585,4,520,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3586,31,2450,3000,20/11/2019,20/11/2019,NZONE04,PalletJack,NationalCase
3587,5,400,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3588,17,715,3000,18/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3589,3,480,3000,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3590,13,1560,3000,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3591,6,2920,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3592,3,720,3000,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3593,6,960,3000,14/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3594,4,320,3000,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3595,6,725,3000,20/11/2019,20/11/2019,NZONE04,PalletJack,NationalCase
3596,8,5280,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3597,8,4800,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3598,3,2400,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3599,7,5280,5760,13/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3600,12,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3601,4,1920,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3602,6,2880,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3603,7,4800,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3604,8,4800,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3605,7,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3606,52,2080,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3607,110,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3608,110,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3609,110,4365,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3610,110,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3611,97,3880,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3612,110,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3613,110,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3614,114,4370,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3615,112,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3616,111,4395,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3617,113,4375,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3618,110,4365,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3619,110,4370,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3620,110,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3621,110,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3622,110,4370,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3623,110,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3624,110,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3625,110,4365,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3626,10,400,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3627,10,400,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3628,10,400,4400,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3629,3,120,4400,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3630,4,160,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3631,1,40,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3632,1,40,4400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3633,17,1560,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3634,21,2240,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3635,36,3000,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3636,35,2880,3000,14/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3637,24,2050,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3638,24,2540,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3639,3,2900,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3640,25,2080,3000,14/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3641,37,3000,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3642,37,2975,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3643,4,320,3000,14/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3644,1,3500,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3645,33,2930,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3646,24,2280,3000,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3647,4,240,2400,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3648,1,80,2400,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3649,3,320,2400,11/11/2019,11/11/2019,NZONE04,PalletJack,NationalCase
3650,2,360,2400,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3651,3,280,2400,21/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3652,1,960,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3653,1,960,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3654,4,2880,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3655,4,2400,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3656,8,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3657,4,2400,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3658,1,480,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3659,3,1920,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3660,10,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3661,1,480,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3662,9,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3663,2,1920,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3664,10,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3665,12,5760,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3666,1,480,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3667,6,3360,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3668,11,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3669,2,960,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3670,1,480,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3671,9,4320,5760,20/11/2019,20/11/2019,NZONE04,PalletJack,NationalCase
3672,1,960,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3673,2,960,5760,20/11/2019,20/11/2019,NZONE04,PalletJack,NationalCase
3674,5,2400,5760,20/11/2019,20/11/2019,NZONE04,PalletJack,NationalCase
3675,11,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3676,3,1440,5760,20/11/2019,20/11/2019,NZONE04,PalletJack,NationalCase
3677,9,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3678,1,480,5760,28/10/2019,06/11/2019,NZONE04,PalletJack,NationalCase
3679,1,960,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3680,6,2880,5760,13/11/2019,13/11/2019,NZONE04,PalletJack,NationalCase
3681,12,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3682,10,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3683,11,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3684,110,4385,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3685,110,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3686,110,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3687,110,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3688,110,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3689,110,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3690,113,4390,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3691,111,4375,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3692,110,4365,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3693,110,4400,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3694,111,4375,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3695,24,3000,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3696,33,3000,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3697,33,2960,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3698,29,2960,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3699,13,2760,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3700,18,3000,3000,15/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3701,30,2960,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3702,25,2960,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3703,35,3000,3000,15/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3704,29,2960,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3705,24,2890,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3706,33,2800,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3707,25,2960,3000,15/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3708,32,3000,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3709,21,2945,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3710,36,3000,3000,15/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3711,6,2755,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3712,21,2960,3000,15/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3713,28,2980,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3714,25,2940,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3715,15,600,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3716,38,1520,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3717,15,600,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3718,66,2640,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3719,104,4160,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3720,80,3200,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3721,97,3880,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3722,98,3770,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3723,57,2280,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3724,74,2960,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3725,81,3240,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3726,12,480,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3727,12,480,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3728,7,2560,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3729,8,3000,3000,15/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3730,10,2970,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3731,4,2920,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3732,4,2880,3000,15/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3733,11,3000,3000,15/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3734,7,2795,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3735,5,2880,3000,15/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3736,13,3000,3000,15/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3737,10,5760,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3738,10,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3739,11,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3740,2,80,4400,24/10/2019,24/10/2019,NZONE04,PalletJack,NationalCase
3741,110,4400,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3742,110,4400,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3743,110,4400,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3744,110,4400,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3745,110,4400,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3746,110,4400,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3747,30,3000,3000,18/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3748,31,3000,3000,18/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3749,30,3000,3000,18/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3750,34,2960,3000,18/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3751,35,3000,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3752,34,3000,3000,18/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3753,31,2900,3000,18/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3754,34,2920,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3755,35,3000,3000,18/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3756,10,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3757,10,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3758,10,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3759,12,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3760,11,5280,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3761,6,240,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3762,28,1120,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3763,56,2240,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3764,30,1200,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3765,57,2280,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3766,107,4280,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3767,66,2575,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3768,51,2040,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3769,65,2600,4400,18/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3770,5,200,4400,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3771,20,1820,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3772,9,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3773,9,5760,5760,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3774,7,5280,5760,18/11/2019,21/11/2019,NZONE04,PalletJack,NationalCase
3775,10,5760,5760,22/11/2019,22/11/2019,NZONE04,PalletJack,NationalCase
3776,110,4400,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3777,110,4400,4400,27/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3778,110,4400,4400,27/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3779,110,4400,4400,27/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3780,110,4370,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3781,110,4400,4400,27/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3782,110,4400,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3783,110,4400,4400,26/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3784,110,4400,4400,27/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3785,34,3000,3000,19/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3786,33,2960,3000,19/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3787,24,2520,3000,18/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3788,29,2960,3000,19/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3789,30,3000,3000,19/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3790,32,2960,3000,19/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3791,28,2960,3000,19/11/2019,28/11/2019,NZONE04,PalletJack,NationalCase
3792,30,2840,3000,19/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3793,24,2960,3000,19/11/2019,28/11/2019,NZONE04,PalletJack,NationalCase
3794,16,2920,3000,19/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3795,16,3000,3000,19/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3796,31,2970,3000,18/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3797,30,3000,3000,19/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3798,32,2970,3000,19/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3799,36,2920,3000,18/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3800,33,3000,3000,19/11/2019,28/11/2019,NZONE04,PalletJack,NationalCase
3801,34,2920,3000,19/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3802,32,3000,3000,19/11/2019,27/11/2019,NZONE04,PalletJack,NationalCase
3803,34,2960,3000,19/11/2019,26/11/2019,NZONE04,PalletJack,NationalCase
3804,31,2970,3000,25/11/2019,25/11/2019,NZONE04,PalletJack,NationalCase
3805,37,2960,3000,21/11/2019,28/11/2019,NZONE04,PalletJack,NationalCase
3806,34,2960,3000,19/11/2019,28/11/2019,NZONE04,PalletJack,NationalCase
3807,9,840,3000,19/11/2019,28/11/2019,NZONE04,PalletJack,NationalCase
